LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,LADANG WARD,TURNOUT (%),,,,65.7,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,ALLIANCE - MCA,TOH SENG CHONG,MALE,,512,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,NEGARA,T. ABD. HALIM BIN ALI,MALE,26,379,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,REJECTED BALLOT PAPERS,,,,13,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,TOTAL BALLOTS ISSUED,,,,904,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,TOTAL ELECTORATE,,,,1364,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PEJABAT BANDARAN WARD,TURNOUT (%),,,,65.3,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,NEGARA,ABD. KARIM BIN MOHAMAD,MALE,,314,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,PMIP,ENDUT BIN MOHAMED,MALE,,106,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,ALLIANCE - UMNO,SYED HASSAN ABDUL HADI BIN SYED SAGGAF,MALE,,381,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,TOTAL BALLOTS ISSUED,,,,807,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,TOTAL ELECTORATE,,,,1126,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PULAU KAMBING WARD,TURNOUT (%),,,,71.1,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,NEGARA,AB. KARIM BIN AWANG,MALE,,646,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,ALLIANCE - UMNO,NGAH BIN MOHD. ZAIN,MALE,,717,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,REJECTED BALLOT PAPERS,,,,23,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,TOTAL BALLOTS ISSUED,,,,1386,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,TOTAL ELECTORATE,,,,1924,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,CHABANG TIGA WARD,TURNOUT (%),,,,70.8,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,NEGARA,JAAFAR BIN HARUN,MALE,,426,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,ALLIANCE - UMNO,ENDUT BIN HJ. ABDULLAH,MALE,,505,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,PMIP,MOHAMED BIN YUSOF,MALE,,107,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,TOTAL BALLOTS ISSUED,,,,1059,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,TOTAL ELECTORATE,,,,1692,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,BATU BUROK WARD,TURNOUT (%),,,,61.3,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,NEGARA,HAJI JUSOH BIN YAACOB,MALE,,245,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,ALLIANCE - UMNO,CHE MUDA BIN ABDULLAH,MALE,,383,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,INDEPENDENT,HAJI MOHAMED TAIB BIN HJ. ISMAIL,MALE,,69,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,TOTAL BALLOTS ISSUED,,,,702,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,TOTAL ELECTORATE,,,,1309,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,MENGADANG AKAR WARD,TURNOUT (%),,,,53.2,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,NEGARA,WAN NIK BIN AHMAD,MALE,,272,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,ALLIANCE - UMNO,MOHAMMAD BIN ISMAIL,MALE,,489,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,TOTAL BALLOTS ISSUED,,,,773,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,TOTAL ELECTORATE,,,,1233,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,GONG KAPAS WARD,TURNOUT (%),,,,61.7,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,NEGARA,YAHYA BIN YUSOF,MALE,,372,LOST,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,ALLIANCE - UMNO,MOHD. ISA BIN MAMAT,MALE,,529,WON,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,TOTAL BALLOTS ISSUED,,,,913,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,TOTAL ELECTORATE,,,,1301,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,PASIR PANJANG WARD,TURNOUT (%),,,,69.5,,
LOCAL AUTHORITY AREA OF KUALA TRENGGANU,KAMPONG CHINA WARD,ALLIANCE - MCA,LAI PENG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,NEGARA,MD. SIDEK BIN ISMAIL,MALE,,73,LOST,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,ALLIANCE - UMNO,W. ISMAIL BIN W.A. RAHMAN,MALE,,113,WON,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,TOTAL BALLOTS ISSUED,,,,190,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,TOTAL ELECTORATE,,,,214,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA UTARA WARD,TURNOUT (%),,,,88.8,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,NEGARA,CHE MOHD. ZIN BIN HJ. MOHD AMIN,MALE,,45,LOST,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,ALLIANCE - UMNO,W. ISMAIL BIN ALI,MALE,,148,WON,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,TOTAL BALLOTS ISSUED,,,,196,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,TOTAL ELECTORATE,,,,235,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA TENGAH WARD,TURNOUT (%),,,,83.4,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,PMIP,W. ZAKARIA BIN SAID,MALE,,119,WON,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,ALLIANCE - UMNO,TENGKU SULAIMAN BIN ISMAIL,MALE,,115,LOST,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,TOTAL BALLOTS ISSUED,,,,239,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,TOTAL ELECTORATE,,,,324,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG RAJA SELATAN WARD,TURNOUT (%),,,,74.4,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,PMIP,WAN HUSSAIN BIN MUDA,MALE,,76,LOST,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,SF,W. ALI BIN JUSOH,MALE,,128,LOST,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,ALLIANCE - UMNO,DAUD BIN DIN,MALE,,171,WON,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,TOTAL BALLOTS ISSUED,,,,305,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,TOTAL ELECTORATE,,,,514,,
LOCAL AUTHORITY AREA OF BESUT,KAMPONG NAIL WARD,TURNOUT (%),,,,74.3,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,SF,T. JUSOH BIN ABDULLAH,MALE,,183,WON,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,ALLIANCE - UMNO,KU ABD. RAHMAN BIN ABDULLAH,MALE,,165,LOST,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,REJECTED BALLOT PAPERS,,,,10,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,TOTAL BALLOTS ISSUED,,,,358,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,TOTAL ELECTORATE,,,,474,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT TENGAH WARD,TURNOUT (%),,,,75.5,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,SF,WAN HASSAN BIN MUDA,MALE,,197,WON,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,ALLIANCE - UMNO,JUSOH BIN ABD. RAHMAN,MALE,,174,LOST,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,REJECTED BALLOT PAPERS,,,,18,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,TOTAL BALLOTS ISSUED,,,,389,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,TOTAL ELECTORATE,,,,490,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG BARAT PANTAI WARD,TURNOUT (%),,,,79.6,,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,PMIP,YUSOF BIM MOHAMAD,MALE,,71,LOST,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,NEGARA,IDRIS BIN HASAN,MALE,,14,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,SF,ABU BAKAR BIN MAT,MALE,,44,LOST,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,ALLIANCE - UMNO,SALLEH BIN MUSTAFFAR,MALE,,76,WON,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,TOTAL BALLOTS ISSUED,,,,216,,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,TOTAL ELECTORATE,,,,259,,
LOCAL AUTHORITY AREA OF BESUT,PEKAN SEBERANG KASTAM WARD,TURNOUT (%),,,,83,,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,SF,NIK JAFFAR BIN HUSSEIN,MALE,,178,LOST,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,ALLIANCE - UMNO,JABIR BIN MOHD. SHAH,MALE,,246,WON,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,REJECTED BALLOT PAPERS,,,,16,,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,TOTAL BALLOTS ISSUED,,,,440,,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,TOTAL ELECTORATE,,,,540,,
LOCAL AUTHORITY AREA OF BESUT,BANDAR JERTEH WARD,TURNOUT (%),,,,81.4,,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,PMIP,SULAIMAN BIN MANAF,MALE,,148,LOST,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,ALLIANCE - UMNO,HAJI AWANG BIN HJ. ABDULLAH,MALE,,199,WON,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,TOTAL BALLOTS ISSUED,,,,364,,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,TOTAL ELECTORATE,,,,447,,
LOCAL AUTHORITY AREA OF BESUT,SIMPANG TIGA JERTEH WARD,TURNOUT (%),,,,81.6,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,INDEPENDENT,MOHAMAD BIN SAID,MALE,,131,WON,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,ALLIANCE - UMNO,ABD. RASHID BIN HJ. JUSOH,MALE,,80,LOST,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,TOTAL BALLOTS ISSUED,,,,216,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,TOTAL ELECTORATE,,,,257,,
LOCAL AUTHORITY AREA OF BESUT,SEBERANG JERTEH WARD,TURNOUT (%),,,,84,,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,SF,HJ. YUSOF BIN MOHD.,MALE,,93,LOST,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,ALLIANCE - UMNO,W. ABDUL KADIR BIN HJ. W. AHMAD,MALE,,95,WON,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,TOTAL BALLOTS ISSUED,,,,200,,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,TOTAL ELECTORATE,,,,237,,
LOCAL AUTHORITY AREA OF BESUT,ALOR LINTAH WARD,TURNOUT (%),,,,84.4,,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,ALLIANCE - UMNO,YUSOF BIN NGAH,MALE,,263,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,PMIP,AFFANDI BIN IDRIS,MALE,,394,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,TOTAL BALLOTS ISSUED,,,,674,,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,TOTAL ELECTORATE,,,,925,,
LOCAL AUTHORITY AREA OF DUNGUN,SEBERANG PINTASAN WARD,TURNOUT (%),,,,72.8,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,NEGARA,A. RAZAK BIN YAHYA,MALE,,124,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,ALLIANCE - MCA,CHUA HIN LEONG,,,245,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,PMIP,SIDEK BIN A. RAHMAN,MALE,,59,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,TOTAL BALLOTS ISSUED,,,,433,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,TOTAL ELECTORATE,,,,695,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI PENAGA WARD,TURNOUT (%),,,,62.3,,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,PMIP,WAN LONG BIN OMAR,MALE,,106,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,ALLIANCE - UMNO,MUSTAPHA BIN ABD. MAJID,MALE,,155,WON,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,NEGARA,SYED ALI BIN MOHUSIN,MALE,,103,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,REJECTED BALLOT PAPERS,,,,0,,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,TOTAL BALLOTS ISSUED,,,,364,,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,TOTAL ELECTORATE,,,,560,,
LOCAL AUTHORITY AREA OF DUNGUN,TANAH LOT WARD,TURNOUT (%),,,,65,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,NEGARA,EMBONG BIN MUHAMMAD,MALE,,87,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,ALLIANCE - UMNO,ABD. RAHMAN BIN MOHD. ZAIN,MALE,,154,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,PMIP,ZAINUDDIN BIN AWANG,MALE,,122,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,TOTAL BALLOTS ISSUED,,,,369,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,TOTAL ELECTORATE,,,,545,,
LOCAL AUTHORITY AREA OF DUNGUN,SUNGAI BUAYA WARD,TURNOUT (%),,,,62,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,PMIP,TENGKU EMBONG MAHMOOD BIN ALI,MALE,,72,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,NEGARA,ISMAIL BIN MD. ZAIN,MALE,,48,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,ALLIANCE - UMNO,TENGKU JAAFAR BIN LONG,MALE,,99,WON,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,REJECTED BALLOT PAPERS,,,,1,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,TOTAL BALLOTS ISSUED,,,,220,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,TOTAL ELECTORATE,,,,425,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG NIBONG WARD,TURNOUT (%),,,,51,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,PMIP,ABDUL WAHAB BIN YUNUS,MALE,,181,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,NEGARA,MOHAMED BIN DAUD,MALE,,124,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,ALLIANCE - UMNO,MOHD. KHALID BIN EMBONG,MALE,,196,WON,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,TOTAL BALLOTS ISSUED,,,,504,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,TOTAL ELECTORATE,,,,794,,
LOCAL AUTHORITY AREA OF DUNGUN,KAMPONG MOLEK WARD,TURNOUT (%),,,,63.4,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,NEGARA,T. NGAH BIN T. SEWA,MALE,,120,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,PMIP,ABDULLAH BIN MAT,MALE,,96,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,ALLIANCE - UMNO,ISMAIL FAUZI BIN AWANG,MALE,,210,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TOTAL BALLOTS ISSUED,,,,429,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TOTAL ELECTORATE,,,,769,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TURNOUT (%),,,,55.8,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,ALLIANCE - UMNO,ISA BIN ABDULLAH,MALE,,139,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,PMIP,ISMAIL BIN AHMAD,MALE,,113,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,NEGARA,MOHD. YUSOFF BIN YASSIN,MALE,,61,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TOTAL BALLOTS ISSUED,,,,315,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TOTAL ELECTORATE,,,,501,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TURNOUT (%),,,,62.8,,
LOCAL AUTHORITY AREA OF DUNGUN,PASAR WARD,ALLIANCE - MCA,FOO CHEE SEONG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,INDEPENDENT,ABDULLAH BIN YUSOF,MALE,,118,LOST,
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,ALLIANCE - UMNO,ISMAIL BIN YUSOF,MALE,,207,WON,
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,18,,
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,343,,
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,TOTAL ELECTORATE,,,,591,,
LOCAL AUTHORITY AREA OF KEMAMAN,KAMPONG TENGAH WARD,TURNOUT (%),,,,58,,
